target,run_MAPE,base_MAPE,improve_%
Poly_ER,21.90288004834866,59.463777287030936,63.1660129113162
Poly_Depth,21.902892700425824,59.463777287030936,63.16599163436789
Remain_PR,3.502873128650196,5.962304819831709,41.24968054301746
